,sellprice,symbol,selltime,qty,sl,strike,tp,buyprice,buytime,reason,pnl
5375,126.05,BANKNIFTY29JUL2134700PE,2021-07-29 10:03:00,25,123.529,34700,129.8315,123.529,2021-07-29 10:04:00,SL HIT,-63.02500000000002
5376,118.1,BANKNIFTY29JUL2134700PE,2021-07-29 10:05:00,25,115.738,34700,121.643,115.738,2021-07-29 10:07:00,SL HIT,-59.04999999999987
5377,115.0,BANKNIFTY29JUL2134700PE,2021-07-29 10:08:00,25,112.7,34700,118.45,112.7,2021-07-29 10:09:00,SL HIT,-57.49999999999993
5378,109.6,BANKNIFTY29JUL2134700PE,2021-07-29 10:10:00,25,107.408,34700,112.88799999999999,106.312,2021-07-29 10:11:00,TP HIT,82.19999999999992
5379,122.3,BANKNIFTY29JUL2134700PE,2021-07-29 10:12:00,25,119.854,34700,125.969,119.854,2021-07-29 10:14:00,SL HIT,-61.14999999999995
5380,121.15,BANKNIFTY29JUL2134700PE,2021-07-29 10:15:00,25,118.727,34700,124.78450000000001,121.15,2021-07-29 10:15:00,Time Up,0.0
5381,102.75,BANKNIFTY29JUL2134700CE,2021-07-29 10:15:00,25,104.805,34700,99.6675,102.75,2021-07-29 10:15:00,Time Up,0.0
5382,329.0,BANKNIFTY05AUG2134700PE,2021-07-30 09:15:00,25,322.42,34700,338.87,319.13,2021-07-30 09:16:00,TP HIT,246.7500000000001
5383,377.2,BANKNIFTY05AUG2134600CE,2021-07-30 09:17:00,25,384.74399999999997,34600,365.884,365.884,2021-07-30 09:18:00,TP HIT,282.89999999999935
5384,367.45,BANKNIFTY05AUG2134600CE,2021-07-30 09:19:00,25,374.799,34600,356.4265,356.4265,2021-07-30 09:20:00,TP HIT,275.5875000000003
5385,312.45,BANKNIFTY05AUG2134600PE,2021-07-30 09:19:00,25,306.20099999999996,34600,321.82349999999997,303.0765,2021-07-30 09:20:00,TP HIT,234.33749999999947
5386,349.35,BANKNIFTY05AUG2134700CE,2021-07-30 09:21:00,25,356.33700000000005,34700,338.8695,356.33700000000005,2021-07-30 09:22:00,SL HIT,-174.67500000000058
5387,320.75,BANKNIFTY05AUG2134700PE,2021-07-30 09:21:00,25,314.335,34700,330.3725,314.335,2021-07-30 09:22:00,SL HIT,-160.3750000000005
5388,353.55,BANKNIFTY05AUG2134600CE,2021-07-30 09:23:00,25,360.62100000000004,34600,342.94350000000003,342.94350000000003,2021-07-30 09:26:00,TP HIT,265.16249999999957
5389,321.7,BANKNIFTY05AUG2134600PE,2021-07-30 09:23:00,25,315.26599999999996,34600,331.351,312.049,2021-07-30 09:26:00,TP HIT,241.27500000000026
5390,334.45,BANKNIFTY05AUG2134600CE,2021-07-30 09:27:00,25,341.139,34600,324.4165,341.139,2021-07-30 09:29:00,SL HIT,-167.22500000000053
5391,340.95,BANKNIFTY05AUG2134600PE,2021-07-30 09:27:00,25,334.131,34600,351.1785,334.131,2021-07-30 09:29:00,SL HIT,-170.47500000000042
5392,369.8,BANKNIFTY05AUG2134600CE,2021-07-30 09:30:00,25,377.196,34600,358.706,358.706,2021-07-30 09:31:00,TP HIT,277.34999999999985
5393,297.35,BANKNIFTY05AUG2134600PE,2021-07-30 09:30:00,25,291.403,34600,306.2705,288.4295,2021-07-30 09:31:00,TP HIT,223.0125000000001
5394,314.2,BANKNIFTY05AUG2134600PE,2021-07-30 09:32:00,25,307.916,34600,323.626,307.916,2021-07-30 09:34:00,SL HIT,-157.0999999999998
5395,358.7,BANKNIFTY05AUG2134600CE,2021-07-30 09:35:00,25,365.87399999999997,34600,347.93899999999996,347.93899999999996,2021-07-30 09:36:00,TP HIT,269.0250000000006
5396,308.25,BANKNIFTY05AUG2134600PE,2021-07-30 09:35:00,25,302.085,34600,317.4975,299.0025,2021-07-30 09:36:00,TP HIT,231.18750000000006
5397,367.5,BANKNIFTY05AUG2134600CE,2021-07-30 09:37:00,25,374.85,34600,356.475,356.475,2021-07-30 09:39:00,TP HIT,275.62499999999943
5398,348.45,BANKNIFTY05AUG2134600CE,2021-07-30 09:40:00,25,355.419,34600,337.99649999999997,337.99649999999997,2021-07-30 09:41:00,TP HIT,261.3375000000005
5399,314.45,BANKNIFTY05AUG2134600PE,2021-07-30 09:40:00,25,308.161,34600,323.88349999999997,305.0165,2021-07-30 09:41:00,TP HIT,235.83749999999952
5400,318.05,BANKNIFTY05AUG2134600PE,2021-07-30 09:42:00,25,311.689,34600,327.5915,311.689,2021-07-30 09:44:00,SL HIT,-159.02499999999975
5401,335.05,BANKNIFTY05AUG2134600CE,2021-07-30 09:45:00,25,341.75100000000003,34600,324.99850000000004,341.75100000000003,2021-07-30 09:47:00,SL HIT,-167.52500000000055
5402,321.2,BANKNIFTY05AUG2134600PE,2021-07-30 09:45:00,25,314.776,34600,330.836,314.776,2021-07-30 09:47:00,SL HIT,-160.59999999999945
5403,330.1,BANKNIFTY05AUG2134600CE,2021-07-30 09:48:00,25,336.702,34600,320.197,336.702,2021-07-30 09:51:00,SL HIT,-165.0499999999994
5404,322.1,BANKNIFTY05AUG2134600PE,2021-07-30 09:52:00,25,315.658,34600,331.76300000000003,315.658,2021-07-30 09:53:00,SL HIT,-161.05000000000018
5405,340.75,BANKNIFTY05AUG2134600CE,2021-07-30 09:54:00,25,347.565,34600,330.5275,330.5275,2021-07-30 09:58:00,TP HIT,255.56250000000063
5406,311.3,BANKNIFTY05AUG2134600PE,2021-07-30 09:54:00,25,305.074,34600,320.639,301.961,2021-07-30 09:58:00,TP HIT,233.47499999999997
5407,338.7,BANKNIFTY05AUG2134600CE,2021-07-30 09:59:00,25,345.474,34600,328.539,345.474,2021-07-30 10:00:00,SL HIT,-169.35000000000002
5408,307.4,BANKNIFTY05AUG2134600PE,2021-07-30 09:59:00,25,301.25199999999995,34600,316.62199999999996,301.25199999999995,2021-07-30 10:00:00,SL HIT,-153.7000000000006
5409,345.25,BANKNIFTY05AUG2134600CE,2021-07-30 10:01:00,25,352.155,34600,334.8925,334.8925,2021-07-30 10:03:00,TP HIT,258.9375000000004
5410,302.3,BANKNIFTY05AUG2134600PE,2021-07-30 10:01:00,25,296.254,34600,311.369,293.231,2021-07-30 10:03:00,TP HIT,226.72500000000042
5411,303.05,BANKNIFTY05AUG2134600PE,2021-07-30 10:04:00,25,296.98900000000003,34600,312.1415,293.9585,2021-07-30 10:06:00,TP HIT,227.2874999999999
5412,333.7,BANKNIFTY05AUG2134600CE,2021-07-30 10:07:00,25,340.37399999999997,34600,323.68899999999996,323.68899999999996,2021-07-30 10:12:00,TP HIT,250.2750000000006
5413,314.75,BANKNIFTY05AUG2134600PE,2021-07-30 10:07:00,25,308.455,34600,324.1925,305.3075,2021-07-30 10:12:00,TP HIT,236.0624999999999
5414,323.05,BANKNIFTY05AUG2134600CE,2021-07-30 10:13:00,25,329.511,34600,313.3585,313.3585,2021-07-30 10:15:00,TP HIT,242.28750000000048
5415,324.0,BANKNIFTY05AUG2134600PE,2021-07-30 10:13:00,25,317.52,34600,333.72,314.28,2021-07-30 10:15:00,TP HIT,243.00000000000068
5416,324.0,BANKNIFTY05AUG2134600PE,2021-07-30 10:13:00,25,317.52,34600,333.72,338.35,2021-07-30 10:15:00,Time Up,-358.75000000000057
5417,323.05,BANKNIFTY05AUG2134600CE,2021-07-30 10:13:00,25,329.511,34600,313.3585,308.5,2021-07-30 10:15:00,Time Up,363.7500000000003
5418,285.0,BANKNIFTY05AUG2134800CE,2021-08-02 09:15:00,25,290.7,34800,276.45,276.45,2021-08-02 09:16:00,TP HIT,213.75000000000028
5419,254.9,BANKNIFTY05AUG2134800CE,2021-08-02 09:17:00,25,259.998,34800,247.25300000000001,259.998,2021-08-02 09:18:00,SL HIT,-127.44999999999962
5420,283.8,BANKNIFTY05AUG2134800PE,2021-08-02 09:17:00,25,278.124,34800,292.314,278.124,2021-08-02 09:18:00,SL HIT,-141.8999999999997
5421,267.05,BANKNIFTY05AUG2134800CE,2021-08-02 09:19:00,25,272.391,34800,259.0385,272.391,2021-08-02 09:20:00,SL HIT,-133.5250000000002
5422,259.75,BANKNIFTY05AUG2134800PE,2021-08-02 09:19:00,25,254.555,34800,267.5425,254.555,2021-08-02 09:20:00,SL HIT,-129.87499999999983
5423,251.6,BANKNIFTY05AUG2134800PE,2021-08-02 09:21:00,25,246.56799999999998,34800,259.14799999999997,244.052,2021-08-02 09:22:00,TP HIT,188.70000000000005
5424,252.1,BANKNIFTY05AUG2134800CE,2021-08-02 09:23:00,25,257.142,34800,244.537,257.142,2021-08-02 09:26:00,SL HIT,-126.05000000000004
5425,267.3,BANKNIFTY05AUG2134800PE,2021-08-02 09:27:00,25,261.954,34800,275.319,261.954,2021-08-02 09:28:00,SL HIT,-133.6500000000001
5426,256.05,BANKNIFTY05AUG2134800PE,2021-08-02 09:29:00,25,250.929,34800,263.73150000000004,250.929,2021-08-02 09:30:00,SL HIT,-128.02500000000023
5427,265.0,BANKNIFTY05AUG2134800CE,2021-08-02 09:31:00,25,270.3,34800,257.05,270.3,2021-08-02 09:36:00,SL HIT,-132.50000000000028
5428,248.1,BANKNIFTY05AUG2134800PE,2021-08-02 09:31:00,25,243.138,34800,255.543,243.138,2021-08-02 09:36:00,SL HIT,-124.04999999999973
5429,272.8,BANKNIFTY05AUG2134800CE,2021-08-02 09:37:00,25,278.25600000000003,34800,264.616,278.25600000000003,2021-08-02 09:39:00,SL HIT,-136.40000000000043
5430,244.6,BANKNIFTY05AUG2134800PE,2021-08-02 09:37:00,25,239.708,34800,251.938,239.708,2021-08-02 09:39:00,SL HIT,-122.2999999999999
5431,238.55,BANKNIFTY05AUG2134800PE,2021-08-02 09:40:00,25,233.77900000000002,34800,245.7065,231.39350000000002,2021-08-02 09:41:00,TP HIT,178.91249999999985
5432,267.4,BANKNIFTY05AUG2134800CE,2021-08-02 09:42:00,25,272.748,34800,259.378,272.748,2021-08-02 09:46:00,SL HIT,-133.70000000000033
5433,250.05,BANKNIFTY05AUG2134800PE,2021-08-02 09:42:00,25,245.049,34800,257.55150000000003,245.049,2021-08-02 09:46:00,SL HIT,-125.02500000000012
5434,257.25,BANKNIFTY05AUG2134800CE,2021-08-02 09:47:00,25,262.395,34800,249.5325,262.395,2021-08-02 09:49:00,SL HIT,-128.62499999999955
5435,258.65,BANKNIFTY05AUG2134800PE,2021-08-02 09:47:00,25,253.47699999999998,34800,266.4095,253.47699999999998,2021-08-02 09:49:00,SL HIT,-129.32500000000005
5436,249.2,BANKNIFTY05AUG2134800PE,2021-08-02 09:50:00,25,244.21599999999998,34800,256.676,244.21599999999998,2021-08-02 09:55:00,SL HIT,-124.60000000000022
5437,265.8,BANKNIFTY05AUG2134800CE,2021-08-02 09:56:00,25,271.116,34800,257.826,257.826,2021-08-02 10:01:00,TP HIT,199.34999999999974
5438,238.75,BANKNIFTY05AUG2134800PE,2021-08-02 09:56:00,25,233.975,34800,245.9125,231.5875,2021-08-02 10:01:00,TP HIT,179.06249999999986
5439,242.0,BANKNIFTY05AUG2134800PE,2021-08-02 10:02:00,25,237.16,34800,249.26,237.16,2021-08-02 10:03:00,SL HIT,-121.00000000000009
5440,249.8,BANKNIFTY05AUG2134800PE,2021-08-02 10:04:00,25,244.804,34800,257.29400000000004,244.804,2021-08-02 10:07:00,SL HIT,-124.90000000000023
5441,238.65,BANKNIFTY05AUG2134800PE,2021-08-02 10:08:00,25,233.877,34800,245.8095,233.877,2021-08-02 10:10:00,SL HIT,-119.3249999999999
5442,259.85,BANKNIFTY05AUG2134800CE,2021-08-02 10:11:00,25,265.047,34800,252.05450000000002,252.05450000000002,2021-08-02 10:13:00,TP HIT,194.8875000000001
5443,239.35,BANKNIFTY05AUG2134800PE,2021-08-02 10:11:00,25,234.563,34800,246.5305,232.1695,2021-08-02 10:13:00,TP HIT,179.51249999999987
5444,245.05,BANKNIFTY05AUG2134800PE,2021-08-02 10:14:00,25,240.149,34800,252.4015,240.149,2021-08-02 10:15:00,SL HIT,-122.52500000000026
5445,245.05,BANKNIFTY05AUG2134800PE,2021-08-02 10:14:00,25,240.149,34800,252.4015,238.3,2021-08-02 10:15:00,Time Up,168.75
5446,255.45,BANKNIFTY05AUG2134800CE,2021-08-02 10:14:00,25,260.55899999999997,34800,247.7865,260.05,2021-08-02 10:15:00,Time Up,-115.00000000000057
5447,270.0,BANKNIFTY05AUG2134700CE,2021-08-03 09:15:00,25,275.4,34700,261.9,261.9,2021-08-03 09:16:00,TP HIT,202.50000000000057
5448,240.0,BANKNIFTY05AUG2134700PE,2021-08-03 09:15:00,25,235.2,34700,247.2,235.2,2021-08-03 09:16:00,SL HIT,-120.00000000000028
5449,264.15,BANKNIFTY05AUG2134700CE,2021-08-03 09:17:00,25,269.433,34700,256.22549999999995,256.22549999999995,2021-08-03 09:19:00,TP HIT,198.11250000000058
5450,190.4,BANKNIFTY05AUG2134700PE,2021-08-03 09:17:00,25,186.592,34700,196.112,184.68800000000002,2021-08-03 09:19:00,TP HIT,142.79999999999973
5451,261.95,BANKNIFTY05AUG2134700CE,2021-08-03 09:20:00,25,267.18899999999996,34700,254.0915,254.0915,2021-08-03 09:21:00,TP HIT,196.4624999999998
5452,185.85,BANKNIFTY05AUG2134700PE,2021-08-03 09:20:00,25,182.13299999999998,34700,191.4255,180.2745,2021-08-03 09:21:00,TP HIT,139.38750000000013
5453,207.8,BANKNIFTY05AUG2134800CE,2021-08-03 09:22:00,25,211.95600000000002,34800,201.566,211.95600000000002,2021-08-03 09:24:00,SL HIT,-103.90000000000015
5454,229.9,BANKNIFTY05AUG2134800PE,2021-08-03 09:22:00,25,225.302,34800,236.797,225.302,2021-08-03 09:24:00,SL HIT,-114.95000000000033
5455,255.7,BANKNIFTY05AUG2134700CE,2021-08-03 09:25:00,25,260.81399999999996,34700,248.029,248.029,2021-08-03 09:31:00,TP HIT,191.7749999999998
5456,196.1,BANKNIFTY05AUG2134700PE,2021-08-03 09:25:00,25,192.178,34700,201.983,190.21699999999998,2021-08-03 09:31:00,TP HIT,147.07500000000024
5457,245.6,BANKNIFTY05AUG2134700CE,2021-08-03 09:32:00,25,250.512,34700,238.232,250.512,2021-08-03 09:34:00,SL HIT,-122.80000000000015
5458,202.0,BANKNIFTY05AUG2134700PE,2021-08-03 09:32:00,25,197.96,34700,208.06,197.96,2021-08-03 09:34:00,SL HIT,-100.9999999999998
5459,243.45,BANKNIFTY05AUG2134700CE,2021-08-03 09:35:00,25,248.319,34700,236.1465,236.1465,2021-08-03 09:37:00,TP HIT,182.58749999999964
5460,198.05,BANKNIFTY05AUG2134700PE,2021-08-03 09:35:00,25,194.089,34700,203.9915,192.10850000000002,2021-08-03 09:37:00,TP HIT,148.53749999999977
5461,209.9,BANKNIFTY05AUG2134700PE,2021-08-03 09:38:00,25,205.702,34700,216.197,205.702,2021-08-03 09:46:00,SL HIT,-104.95000000000019
5462,242.05,BANKNIFTY05AUG2134700CE,2021-08-03 09:47:00,25,246.89100000000002,34700,234.7885,234.7885,2021-08-03 09:49:00,TP HIT,181.5375000000003
5463,189.2,BANKNIFTY05AUG2134700PE,2021-08-03 09:47:00,25,185.416,34700,194.87599999999998,183.524,2021-08-03 09:49:00,TP HIT,141.8999999999997
5464,199.85,BANKNIFTY05AUG2134800CE,2021-08-03 09:50:00,25,203.84699999999998,34800,193.8545,203.84699999999998,2021-08-03 09:51:00,SL HIT,-99.92499999999964
5465,227.95,BANKNIFTY05AUG2134800PE,2021-08-03 09:50:00,25,223.391,34800,234.7885,223.391,2021-08-03 09:51:00,SL HIT,-113.97499999999994
5466,198.3,BANKNIFTY05AUG2134800CE,2021-08-03 09:52:00,25,202.26600000000002,34800,192.351,202.26600000000002,2021-08-03 09:53:00,SL HIT,-99.1500000000002
5467,228.55,BANKNIFTY05AUG2134800PE,2021-08-03 09:52:00,25,223.979,34800,235.40650000000002,223.979,2021-08-03 09:53:00,SL HIT,-114.27499999999995
5468,248.7,BANKNIFTY05AUG2134700CE,2021-08-03 09:54:00,25,253.67399999999998,34700,241.23899999999998,241.23899999999998,2021-08-03 09:58:00,TP HIT,186.52500000000032
5469,184.8,BANKNIFTY05AUG2134700PE,2021-08-03 09:54:00,25,181.104,34700,190.34400000000002,179.256,2021-08-03 09:58:00,TP HIT,138.60000000000028
5470,220.3,BANKNIFTY05AUG2134800PE,2021-08-03 09:59:00,25,215.894,34800,226.90900000000002,215.894,2021-08-03 10:00:00,SL HIT,-110.15000000000015
5471,207.9,BANKNIFTY05AUG2134800PE,2021-08-03 10:01:00,25,203.74200000000002,34800,214.137,201.663,2021-08-03 10:02:00,TP HIT,155.92499999999987
5472,208.05,BANKNIFTY05AUG2134800CE,2021-08-03 10:03:00,25,212.211,34800,201.8085,212.211,2021-08-03 10:04:00,SL HIT,-104.02500000000003
5473,212.0,BANKNIFTY05AUG2134800PE,2021-08-03 10:03:00,25,207.76,34800,218.36,207.76,2021-08-03 10:04:00,SL HIT,-106.00000000000023
5474,217.0,BANKNIFTY05AUG2134800CE,2021-08-03 10:05:00,25,221.34,34800,210.49,221.34,2021-08-03 10:07:00,SL HIT,-108.50000000000009
5475,200.7,BANKNIFTY05AUG2134800PE,2021-08-03 10:05:00,25,196.68599999999998,34800,206.72099999999998,196.68599999999998,2021-08-03 10:07:00,SL HIT,-100.35000000000025
5476,229.4,BANKNIFTY05AUG2134800CE,2021-08-03 10:08:00,25,233.988,34800,222.518,222.518,2021-08-03 10:09:00,TP HIT,172.05000000000013
5477,188.05,BANKNIFTY05AUG2134800PE,2021-08-03 10:08:00,25,184.28900000000002,34800,193.69150000000002,182.4085,2021-08-03 10:09:00,TP HIT,141.0375000000002
5478,192.0,BANKNIFTY05AUG2134800PE,2021-08-03 10:10:00,25,188.16,34800,197.76,190.75,2021-08-03 10:15:00,Time Up,31.25
5479,225.8,BANKNIFTY05AUG2134800CE,2021-08-03 10:10:00,25,230.316,34800,219.026,226.85,2021-08-03 10:15:00,Time Up,-26.249999999999574
5480,149.55,BANKNIFTY05AUG2135400CE,2021-08-04 09:15:00,25,152.54100000000003,35400,145.0635,152.54100000000003,2021-08-04 09:16:00,SL HIT,-74.77500000000035
5481,224.7,BANKNIFTY05AUG2135400PE,2021-08-04 09:15:00,25,220.206,35400,231.44099999999997,220.206,2021-08-04 09:16:00,SL HIT,-112.35
5482,199.7,BANKNIFTY05AUG2135400CE,2021-08-04 09:17:00,25,203.694,35400,193.709,193.709,2021-08-04 09:18:00,TP HIT,149.77499999999964
5483,181.65,BANKNIFTY05AUG2135400PE,2021-08-04 09:17:00,25,178.017,35400,187.0995,176.2005,2021-08-04 09:18:00,TP HIT,136.2375
5484,190.0,BANKNIFTY05AUG2135400CE,2021-08-04 09:19:00,25,193.8,35400,184.3,184.3,2021-08-04 09:24:00,TP HIT,142.49999999999972
5485,185.6,BANKNIFTY05AUG2135400PE,2021-08-04 09:19:00,25,181.888,35400,191.168,180.03199999999998,2021-08-04 09:24:00,TP HIT,139.2000000000003
5486,156.1,BANKNIFTY05AUG2135500CE,2021-08-04 09:25:00,25,159.22199999999998,35500,151.417,159.22199999999998,2021-08-04 09:26:00,SL HIT,-78.04999999999964
5487,227.2,BANKNIFTY05AUG2135500PE,2021-08-04 09:25:00,25,222.65599999999998,35500,234.016,222.65599999999998,2021-08-04 09:26:00,SL HIT,-113.60000000000028
5488,204.0,BANKNIFTY05AUG2135400CE,2021-08-04 09:27:00,25,208.08,35400,197.88,197.88,2021-08-04 09:31:00,TP HIT,153.0000000000001
5489,173.05,BANKNIFTY05AUG2135400PE,2021-08-04 09:27:00,25,169.589,35400,178.2415,167.85850000000002,2021-08-04 09:31:00,TP HIT,129.78749999999977
5490,170.0,BANKNIFTY05AUG2135500CE,2021-08-04 09:32:00,25,173.4,35500,164.9,173.4,2021-08-04 09:36:00,SL HIT,-85.00000000000014
5491,208.95,BANKNIFTY05AUG2135500PE,2021-08-04 09:32:00,25,204.771,35500,215.21849999999998,204.771,2021-08-04 09:36:00,SL HIT,-104.47500000000005
5492,197.15,BANKNIFTY05AUG2135500CE,2021-08-04 09:37:00,25,201.09300000000002,35500,191.2355,201.09300000000002,2021-08-04 09:38:00,SL HIT,-98.5750000000003
5493,192.1,BANKNIFTY05AUG2135500PE,2021-08-04 09:37:00,25,188.25799999999998,35500,197.863,188.25799999999998,2021-08-04 09:38:00,SL HIT,-96.05000000000032
5494,191.2,BANKNIFTY05AUG2135600CE,2021-08-04 09:39:00,25,195.024,35600,185.464,185.464,2021-08-04 09:40:00,TP HIT,143.39999999999975
5495,219.15,BANKNIFTY05AUG2135500CE,2021-08-04 09:41:00,25,223.53300000000002,35500,212.5755,212.5755,2021-08-04 09:42:00,TP HIT,164.3625
5496,183.3,BANKNIFTY05AUG2135500PE,2021-08-04 09:41:00,25,179.63400000000001,35500,188.799,177.80100000000002,2021-08-04 09:42:00,TP HIT,137.47499999999988
5497,178.85,BANKNIFTY05AUG2135600CE,2021-08-04 09:43:00,25,182.427,35600,173.4845,182.427,2021-08-04 09:45:00,SL HIT,-89.42499999999995
5498,226.9,BANKNIFTY05AUG2135600PE,2021-08-04 09:43:00,25,222.362,35600,233.707,222.362,2021-08-04 09:45:00,SL HIT,-113.45000000000027
5499,188.75,BANKNIFTY05AUG2135600CE,2021-08-04 09:46:00,25,192.525,35600,183.0875,183.0875,2021-08-04 09:47:00,TP HIT,141.56249999999986
5500,204.35,BANKNIFTY05AUG2135600PE,2021-08-04 09:46:00,25,200.263,35600,210.4805,198.21949999999998,2021-08-04 09:47:00,TP HIT,153.2625000000003
5501,183.15,BANKNIFTY05AUG2135600CE,2021-08-04 09:48:00,25,186.81300000000002,35600,177.65550000000002,186.81300000000002,2021-08-04 09:50:00,SL HIT,-91.57500000000027
5502,216.25,BANKNIFTY05AUG2135600PE,2021-08-04 09:48:00,25,211.925,35600,222.7375,211.925,2021-08-04 09:50:00,SL HIT,-108.12499999999972
5503,180.95,BANKNIFTY05AUG2135600CE,2021-08-04 09:51:00,25,184.569,35600,175.5215,184.569,2021-08-04 09:52:00,SL HIT,-90.475
5504,183.5,BANKNIFTY05AUG2135600CE,2021-08-04 09:53:00,25,187.17,35600,177.995,187.17,2021-08-04 09:54:00,SL HIT,-91.74999999999969
5505,207.3,BANKNIFTY05AUG2135600PE,2021-08-04 09:53:00,25,203.15400000000002,35600,213.519,203.15400000000002,2021-08-04 09:54:00,SL HIT,-103.64999999999966
5506,202.45,BANKNIFTY05AUG2135600CE,2021-08-04 09:55:00,25,206.499,35600,196.3765,196.3765,2021-08-04 09:57:00,TP HIT,151.8374999999999
5507,195.75,BANKNIFTY05AUG2135600CE,2021-08-04 09:58:00,25,199.665,35600,189.8775,199.665,2021-08-04 10:00:00,SL HIT,-97.8749999999998
5508,191.8,BANKNIFTY05AUG2135600PE,2021-08-04 09:58:00,25,187.964,35600,197.554,187.964,2021-08-04 10:00:00,SL HIT,-95.90000000000032
5509,204.45,BANKNIFTY05AUG2135600CE,2021-08-04 10:01:00,25,208.539,35600,198.3165,198.3165,2021-08-04 10:02:00,TP HIT,153.33749999999995
5510,178.05,BANKNIFTY05AUG2135600PE,2021-08-04 10:01:00,25,174.489,35600,183.3915,172.70850000000002,2021-08-04 10:02:00,TP HIT,133.5374999999999
5511,208.35,BANKNIFTY05AUG2135600CE,2021-08-04 10:03:00,25,212.517,35600,202.0995,202.0995,2021-08-04 10:05:00,TP HIT,156.2624999999997
5512,173.8,BANKNIFTY05AUG2135600PE,2021-08-04 10:03:00,25,170.324,35600,179.014,168.586,2021-08-04 10:05:00,TP HIT,130.34999999999997
5513,162.05,BANKNIFTY05AUG2135700CE,2021-08-04 10:06:00,25,165.29100000000003,35700,157.1885,165.29100000000003,2021-08-04 10:07:00,SL HIT,-81.02500000000035
5514,222.95,BANKNIFTY05AUG2135700PE,2021-08-04 10:06:00,25,218.49099999999999,35700,229.6385,218.49099999999999,2021-08-04 10:07:00,SL HIT,-111.47500000000008
5515,205.15,BANKNIFTY05AUG2135600CE,2021-08-04 10:08:00,25,209.25300000000001,35600,198.9955,198.9955,2021-08-04 10:09:00,TP HIT,153.86250000000032
5516,174.3,BANKNIFTY05AUG2135600PE,2021-08-04 10:08:00,25,170.81400000000002,35600,179.52900000000002,169.071,2021-08-04 10:09:00,TP HIT,130.72500000000034
5517,200.0,BANKNIFTY05AUG2135600CE,2021-08-04 10:10:00,25,204.0,35600,194.0,194.0,2021-08-04 10:13:00,TP HIT,150.0
5518,175.55,BANKNIFTY05AUG2135600PE,2021-08-04 10:14:00,25,172.03900000000002,35600,180.81650000000002,179.3,2021-08-04 10:15:00,Time Up,-93.75
5519,194.65,BANKNIFTY05AUG2135600CE,2021-08-04 10:14:00,25,198.543,35600,188.81050000000002,189.85,2021-08-04 10:15:00,Time Up,120.00000000000028
5520,140.0,BANKNIFTY05AUG2136100CE,2021-08-05 09:15:00,25,142.8,36100,135.8,142.8,2021-08-05 09:16:00,SL HIT,-70.00000000000028
5521,199.0,BANKNIFTY05AUG2136100PE,2021-08-05 09:15:00,25,195.02,36100,204.97,195.02,2021-08-05 09:16:00,SL HIT,-99.49999999999974
5522,117.65,BANKNIFTY05AUG2136000CE,2021-08-05 09:17:00,25,120.003,36000,114.1205,120.003,2021-08-05 09:18:00,SL HIT,-58.82499999999986
5523,186.2,BANKNIFTY05AUG2136000PE,2021-08-05 09:17:00,25,182.476,36000,191.786,182.476,2021-08-05 09:18:00,SL HIT,-93.09999999999974
5524,117.4,BANKNIFTY05AUG2136000CE,2021-08-05 09:19:00,25,119.748,36000,113.878,119.748,2021-08-05 09:20:00,SL HIT,-58.699999999999974
5525,184.45,BANKNIFTY05AUG2136000PE,2021-08-05 09:19:00,25,180.761,36000,189.9835,180.761,2021-08-05 09:20:00,SL HIT,-92.22499999999982
5526,172.7,BANKNIFTY05AUG2135800CE,2021-08-05 09:21:00,25,176.154,35800,167.51899999999998,167.51899999999998,2021-08-05 09:22:00,TP HIT,129.5250000000003
5527,125.6,BANKNIFTY05AUG2135800PE,2021-08-05 09:21:00,25,123.088,35800,129.368,121.832,2021-08-05 09:22:00,TP HIT,94.20000000000002
5528,143.1,BANKNIFTY05AUG2135900CE,2021-08-05 09:23:00,25,145.962,35900,138.807,138.807,2021-08-05 09:24:00,TP HIT,107.32500000000016
5529,132.35,BANKNIFTY05AUG2135900CE,2021-08-05 09:25:00,25,134.99699999999999,35900,128.3795,128.3795,2021-08-05 09:26:00,TP HIT,99.26249999999968
5530,160.0,BANKNIFTY05AUG2135900PE,2021-08-05 09:25:00,25,156.8,35900,164.8,155.2,2021-08-05 09:26:00,TP HIT,120.00000000000028
5531,148.0,BANKNIFTY05AUG2135800CE,2021-08-05 09:27:00,25,150.96,35800,143.56,150.96,2021-08-05 09:28:00,SL HIT,-74.0000000000002
5532,148.2,BANKNIFTY05AUG2135800CE,2021-08-05 09:29:00,25,151.164,35800,143.754,143.754,2021-08-05 09:30:00,TP HIT,111.14999999999995
5533,140.25,BANKNIFTY05AUG2135800PE,2021-08-05 09:29:00,25,137.445,35800,144.4575,136.0425,2021-08-05 09:30:00,TP HIT,105.18750000000026
5534,129.25,BANKNIFTY05AUG2135800CE,2021-08-05 09:31:00,25,131.835,35800,125.3725,131.835,2021-08-05 09:33:00,SL HIT,-64.6250000000002
5535,170.0,BANKNIFTY05AUG2135800PE,2021-08-05 09:31:00,25,166.6,35800,175.1,166.6,2021-08-05 09:33:00,SL HIT,-85.00000000000014
5536,170.55,BANKNIFTY05AUG2135700CE,2021-08-05 09:34:00,25,173.961,35700,165.4335,165.4335,2021-08-05 09:35:00,TP HIT,127.91250000000005
5537,124.05,BANKNIFTY05AUG2135700PE,2021-08-05 09:34:00,25,121.569,35700,127.7715,120.32849999999999,2021-08-05 09:35:00,TP HIT,93.03750000000015
